Level,Trait,Taxonomy,a2_ACE,a2_ACE_lower_CI,a2_ACE_upper_CI,c2_ACE,c2_ACE_lower_CI,c2_ACE_upper_CI,e2_ACE,e2_ACE_lower_CI,e2_ACE_upper_CI,CE_to_ACE_p,FDR_all,FDR_collapsed,falconer_h2,mz_icc,dz_icc,Longitudinal_icc,Longitudinal_spearman
Family,Unassigned.Other.Other.Other.Other,NA,0.122278118,3.14E-35,0.256955254,0.062391309,9.97E-33,0.206242636,0.815330572,0.74304866,0.889759687,0.292609176,0.691289178,0.507396763,0.126819585,0.186589821,0.123180029,0.383166871,0.333253536
Genus,Unassigned.Other.Other.Other.Other.Other,NA,0.122278118,3.14E-35,0.256955254,0.062391309,9.97E-33,0.206242636,0.815330572,0.74304866,0.889759687,0.292609176,0.691289178,0.507396763,0.126819585,0.186589821,0.123180029,0.383166871,0.333253536
OTU,4103317,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,0.122021093,2.47E-23,0.192986819,7.26E-11,NA,0.122673626,0.877978906,0.807013181,0.950261276,0.124411196,0.472162973,NA,0.186240708,0.129846441,0.036726086,0.619427136,0.620196637
OTU,295258,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.121461145,2.40E-44,0.252443504,0.057329329,3.08E-23,0.199417868,0.821209526,0.747556371,0.895087538,0.294473449,0.692074396,NA,0.113090207,0.177282997,0.120737894,0.564655024,0.526920379
OTU,326482,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,0.12115977,0.05184995,0.189231425,8.42E-10,NA,0.141737633,0.878840229,0.810768575,0.948150049,0.244146081,0.641338582,NA,0.153323582,0.128130377,0.051468587,0.474493572,0.29531787
OTU,198183,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.121057805,3.10E-30,0.19135406,6.57E-14,NA,0.127459533,0.878942195,0.808645947,0.950525292,0.148937351,0.509948539,NA,0.175701151,0.12827027,0.040419694,0.379831723,0.361745506
OTU,4458576,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.121029039,NA,0.250501357,0.058494569,1.96E-41,0.203363567,0.820476393,0.749497972,0.893540219,0.302938415,0.705115276,NA,0.140493718,0.185343291,0.115096432,0.65698408,0.595794258
OTU,179319,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,0.120859512,0.052532632,0.188018198,2.07E-11,NA,0.133757058,0.879140488,0.811981802,0.947467368,0.157986884,0.51924175,NA,0.203758279,0.135512202,0.033633063,0.327008483,0.325363639
OTU,199677,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.120716373,0.051473778,0.188754931,3.25E-12,NA,0.132719683,0.879283627,0.811245069,0.948526222,0.161788529,0.523596438,NA,0.191273857,0.132713157,0.037076228,0.270483065,0.274356304
OTU,217109,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,0.120708479,0.051237636,0.188840508,8.22E-07,NA,0.134913893,0.8792907,0.811158931,0.948760835,0.180800403,0.542401209,NA,0.179547988,0.130651686,0.040877692,0.415413694,0.393151382
OTU,192015,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.120289786,4.04E-36,0.190288593,3.37E-14,NA,0.129874433,0.879710214,0.809711407,0.950993338,0.166407582,0.531267449,NA,0.16909254,0.126538637,0.041992367,0.270098536,0.265897102
OTU,3530697,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.12014822,0.049869358,0.189187232,2.60E-11,NA,0.131347755,0.87985178,0.810812768,0.950130642,0.167050977,0.531525836,NA,0.177831796,0.129242766,0.040326868,0.32820783,0.321502961
OTU,187210,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.120122273,0.049226432,0.189784578,3.39E-11,NA,0.120404101,0.879877726,0.810215422,0.950773568,0.112757526,0.459292509,NA,0.210957884,0.132894278,0.027415336,0.181575794,0.175216688
OTU,4435400,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.119943722,0.051401986,0.187329985,1.11E-13,NA,0.128991006,0.880056278,0.812670015,0.948598014,0.136230045,0.489495789,NA,0.21621799,0.136017925,0.02790893,0.323311866,0.332479579
OTU,352347,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.119879773,4.66E-26,0.20608994,0.015282511,NA,0.158418309,0.864837716,0.793909936,0.940322478,0.310952325,0.710038638,NA,0.120976351,0.136049185,0.07556101,0.2951673,0.290107402
OTU,193053,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.119342601,3.53E-30,0.188261009,9.68E-13,NA,0.115726994,0.880657399,0.811736688,0.949829938,0.094456952,0.440130722,NA,0.238383722,0.136583355,0.017391494,0.36966812,0.34843662
OTU,4385326,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.119060019,0.002193749,0.188061613,1.43E-12,NA,0.089179258,0.880939981,0.811938387,0.951051338,0.047249395,0.317035035,NA,0.317514456,0.147147684,-0.011609544,0.399436349,0.391525524
OTU,184925,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.118493972,0.049206079,0.186613722,1.88E-11,NA,0.126114395,0.881506028,0.813386278,0.950793921,0.134338071,0.488949882,NA,0.21298018,0.131986092,0.025496002,0.30475101,0.298047274
OTU,4477861,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.118238754,0.049528029,0.185763132,1.02E-11,NA,0.141517626,0.881761246,0.814236868,0.950471971,0.262829429,0.658816473,NA,0.155187791,0.125969622,0.048375726,0.531394767,0.50496513
OTU,4405104,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.118043321,5.38E-27,0.240490229,0.050891342,1.59E-38,0.193565714,0.831065337,0.759514009,0.90379194,0.315701924,0.715439612,NA,0.13189184,0.173382633,0.107436712,0.408450697,0.407678433
OTU,187356,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.1179306,0.04817425,0.186532212,1.71E-12,NA,0.117359926,0.8820694,0.813467788,0.951825747,0.10227446,0.450211599,NA,0.234450377,0.135483709,0.01825852,0.332337256,0.327705016
OTU,359872,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__,0.117862794,6.76E-36,0.185885708,8.00E-15,NA,0.126355147,0.882137206,0.814120475,0.951311917,0.137747701,0.493074157,NA,0.210878151,0.132121259,0.026682184,0.485769691,0.481334854
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other,NA,0.117385923,4.63E-36,0.188411863,3.82E-12,NA,0.117837826,0.882614077,0.811588648,0.954936544,0.121234821,0.469412685,0.276762463,0.194266713,0.127116999,0.029983642,0.247663388,0.242194203
OTU,181485,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.117191814,9.05E-29,0.198612798,0.012035213,NA,0.155497859,0.870772973,0.801387213,0.939139281,0.327703,0.726085361,NA,0.12987586,0.133713931,0.068776001,0.196555881,0.200465325
OTU,311820,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.117049225,0.046833501,0.186038963,9.94E-13,NA,0.136309045,0.882950775,0.813961037,0.953166499,0.237706288,0.639978468,NA,0.147489219,0.122689401,0.048944791,0.267867308,0.260972698
Class,k__Bacteria.p__Cyanobacteria.c__4C0d.2,NA,0.116787099,NA,0.263578019,0.077405641,2.32E-41,0.220279421,0.80580726,0.743680946,0.877168216,0.320464242,0.715930753,0.527633045,0.150629663,0.20336122,0.128046389,0.453190975,0.390829672
Order,k__Bacteria.p__Cyanobacteria.c__4C0d.2.o__YS2,NA,0.116787099,NA,0.263578019,0.077405641,2.32E-41,0.220279421,0.80580726,0.743680946,0.877168216,0.320464242,0.715930753,0.527633045,0.150629663,0.20336122,0.128046389,0.453190975,0.390829672
Family,k__Bacteria.p__Cyanobacteria.c__4C0d.2.o__YS2.f__,NA,0.116787099,NA,0.263578019,0.077405641,2.32E-41,0.220279421,0.80580726,0.743680946,0.877168216,0.320464242,0.715930753,0.527633045,0.150629663,0.20336122,0.128046389,0.453190975,0.390829672
Genus,k__Bacteria.p__Cyanobacteria.c__4C0d.2.o__YS2.f__.g__,NA,0.116787099,NA,0.263578019,0.077405641,2.32E-41,0.220279421,0.80580726,0.743680946,0.877168216,0.320464242,0.715930753,0.527633045,0.150629663,0.20336122,0.128046389,0.453190975,0.390829672
Genus,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__,NA,0.11664819,NA,0.273470103,0.08867534,NA,0.231586054,0.794676469,0.726006758,0.865565237,0.31992275,0.715930753,0.527633045,0.158099721,0.215937857,0.136887996,0.584385675,0.572743927
OTU,211935,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.116620523,NA,0.185780912,3.83E-12,NA,0.137082567,0.883379477,0.814219088,0.953774586,0.255178187,0.655280942,NA,0.139906067,0.120881,0.050927966,0.305038617,0.30105476
OTU,199710,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.116512434,0.047102733,0.184812396,5.78E-11,NA,0.110417474,0.883487566,0.815187604,0.952897267,0.084285335,0.421426675,NA,0.261971137,0.137621116,0.006635548,0.331110186,0.325921094
OTU,186416,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.116134409,NA,0.187691117,1.11E-12,NA,0.112093056,0.883865591,0.812308885,0.956662847,0.105953045,0.452737164,NA,0.206269038,0.127442782,0.024308263,0.507613961,0.485594198
OTU,188047,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,0.114576435,8.68E-31,0.183995889,2.62E-15,NA,0.130769151,0.885423565,0.816004173,0.956699962,0.207555783,0.592568625,NA,0.157273445,0.121398798,0.042762075,0.32153345,0.330355912
OTU,304973,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.114554103,0.04611585,0.181899582,7.31E-14,NA,0.125127747,0.885445897,0.818100418,0.953884149,0.141480171,0.500744425,NA,0.218533593,0.131109355,0.021842558,0.336325221,0.324894525
OTU,199761,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.114458965,1.53E-31,0.200165254,0.013904137,NA,0.152508338,0.871636898,0.799837227,0.947338358,0.331931505,0.728116687,NA,0.107865562,0.127102589,0.073169808,0.437277676,0.431868501
OTU,186732,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.114294582,9.25E-40,0.184403296,7.66E-13,NA,0.10317048,0.885705418,0.81558852,0.956938554,0.079243372,0.41145597,NA,0.254859987,0.133983144,0.006553151,0.316805032,0.340298141
OTU,206574,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.114118869,0.042420783,0.184552137,1.07E-10,NA,0.135160716,0.885881131,0.815447832,0.957579213,0.283569387,0.683604772,NA,0.120224617,0.113898926,0.053786617,0.314701157,0.31770177
OTU,4217963,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia,0.114052108,0.045907642,0.181119647,1.09E-10,NA,0.121783465,0.885947892,0.818880353,0.954092358,0.124349166,0.472162973,NA,0.235159202,0.133485296,0.015905695,0.188046174,0.17375768
OTU,1740283,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,0.113937626,0.045119451,0.181630461,1.84E-12,NA,0.132260883,0.886062374,0.818369539,0.954880549,0.202077555,0.586405436,NA,0.178970067,0.125190851,0.035705818,0.286361797,0.294989732
OTU,197397,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.113129369,0.042630033,0.182474512,1.96E-16,NA,0.122516537,0.886870631,0.817525488,0.957369967,0.152191961,0.513647868,NA,0.190633941,0.124582415,0.029265445,0.282233878,0.276740401
OTU,188832,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae,0.112966012,0.042408083,0.182365275,2.06E-13,NA,0.123404284,0.887033988,0.817634725,0.957591917,0.159344029,0.51924175,NA,0.185779336,0.123508892,0.030619224,0.206181009,0.178729883
OTU,194672,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.112839432,NA,0.207386628,0.02371165,NA,0.163529401,0.863448918,0.792613377,0.93662327,0.342922624,0.739867305,NA,0.122690317,0.13998953,0.078644372,0.306157274,0.298021722
Genus,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,NA,0.112249602,0.040968829,0.182400314,8.51E-11,NA,0.109565983,0.887750398,0.817599686,0.95903117,0.101964798,0.450211599,0.251822153,0.228597764,0.128478888,0.014180006,0.62344473,0.57385787
OTU,185192,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,0.111877549,0.0445741,0.178196186,3.87E-14,NA,0.109020651,0.888122451,0.821803814,0.9554259,0.08350132,0.41972738,NA,0.293308898,0.138994307,-0.007660142,0.176353851,0.176816672
OTU,266274,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae,0.111715859,0.043332318,0.179038916,3.14E-13,NA,0.123149985,0.888284141,0.820961084,0.956667681,0.144805293,0.501249091,NA,0.219597884,0.128426268,0.018627326,0.40832754,0.380129526
OTU,4435664,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.11167351,0.039873782,0.182339081,4.92E-13,NA,0.106340165,0.88832649,0.817660919,0.960126174,0.095938415,0.440130722,NA,0.232320053,0.128248241,0.012088214,0.510919009,0.518196233
OTU,193551,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.111524413,0.042169573,0.179839141,1.40E-13,NA,0.104285593,0.888475587,0.820160859,0.957830427,0.081107366,0.413127697,NA,0.274261974,0.135294894,-0.001836093,0.293509189,0.294891154
Genus,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Butyricimonas,NA,0.111343194,NA,0.180091344,6.07E-13,NA,0.134065862,0.888656806,0.819908595,0.960832125,0.266496449,0.663614189,0.488077766,0.142260298,0.117389697,0.046259548,0.542088818,0.524755282
OTU,3134492,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.111310183,NA,0.189440299,0.007473874,NA,0.144905883,0.881215944,0.810562234,0.956553746,0.347880383,0.745457964,NA,0.109386304,0.118933252,0.0642401,0.322183384,0.317706445
OTU,181139,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.111274228,0.064179515,0.180617461,2.24E-11,NA,0.10938979,0.888725772,0.819382539,0.959029358,0.100218693,0.448846753,NA,0.239263338,0.12983366,0.010201991,0.323211113,0.321162249
OTU,181754,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.111118864,NA,0.188705357,0.009086816,NA,0.149826477,0.87979432,0.811294529,0.952270737,0.358701252,0.749498022,NA,0.129842995,0.126256549,0.061335051,0.274322887,0.259325399
OTU,317677,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales,0.110761642,0.040716527,0.179767412,3.08E-12,NA,0.097141942,0.889238358,0.820232594,0.959283473,0.070719197,0.389044314,NA,0.287595754,0.135078838,-0.008719038,0.207529886,0.202299786
OTU,174792,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.110663831,NA,0.254561865,0.072155713,2.33E-39,0.209224559,0.817180457,0.745435334,0.890288014,0.342525176,0.739867305,NA,0.122655578,0.186288115,0.124960326,0.274786472,0.272238279
OTU,2506486,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.110650307,0.041257593,0.178898274,2.21E-12,NA,0.138722035,0.889349693,0.821101726,0.958742407,0.341779523,0.739867305,NA,0.125907719,0.115067998,0.052114139,0.494471014,0.488030204
OTU,1508541,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.110571902,5.28E-33,0.177729026,1.14E-11,NA,0.115380628,0.889428098,0.822270974,0.957604667,0.1114926,0.458627174,NA,0.250740395,0.132154679,0.006784481,0.261348184,0.234545714
OTU,New.0.CleanUp.ReferenceOTU37004,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.110260504,0.039602553,0.179732666,5.08E-11,NA,0.136051863,0.889739496,0.820267334,0.960397447,0.329724456,0.72801311,NA,0.116702392,0.112128436,0.05377724,0.305059292,0.303320854
OTU,191153,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.109471442,3.02E-42,0.178267171,1.84E-13,NA,0.100897683,0.890528558,0.821732728,0.960307573,0.079757069,0.411860274,NA,0.27614124,0.133145338,-0.004925283,0.366348011,0.343192621
OTU,193233,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.109350445,7.99E-44,0.208464942,0.027833511,NA,0.165203085,0.862816044,0.791534804,0.934694026,0.357431168,0.749498022,NA,0.118359325,0.140532619,0.081352956,0.34706012,0.332727919
OTU,4396292,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.109348878,1.82E-43,0.179343888,7.40E-10,NA,0.133754369,0.890651121,0.820656112,0.961845204,0.31494669,0.715439612,NA,0.116211784,0.110611068,0.052505176,0.434968962,0.42889648
OTU,186352,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.10915554,8.52E-21,0.176254958,9.37E-12,NA,0.139150743,0.89084446,0.823745039,0.959025485,0.342503745,0.739867305,NA,0.138008645,0.116986927,0.047982605,0.312973806,0.319693891
OTU,332732,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.109089379,0.035509341,0.181383644,3.73E-12,NA,0.1309605,0.890910621,0.818616356,0.964490659,0.322728348,0.719288417,NA,0.095455506,0.104210548,0.056482795,0.528800845,0.468059419
OTU,187212,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.109079776,6.09E-29,0.209412476,0.028737739,NA,0.165603909,0.862182486,0.790587161,0.936096414,0.357638809,0.749498022,NA,0.115869904,0.14057519,0.082640238,0.224108662,0.210817828
OTU,190649,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.108938971,0.03917845,0.177611677,9.27E-13,NA,0.122667847,0.891061029,0.822388323,0.96082155,0.171562748,0.532786095,NA,0.189829926,0.120735149,0.025820185,0.255085835,0.230112831
OTU,178845,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.10849892,1.33E-30,0.320940208,0.194372549,0.014352358,0.324777036,0.697128531,0.630247475,0.767217743,0.310599555,0.710038638,NA,0.109211459,0.3035683,0.24896257,0.621040831,0.586943565
OTU,307113,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.10784309,7.00E-44,0.271238114,0.091162354,NA,0.224260047,0.800994556,0.728176071,0.875016802,0.347128844,0.745457964,NA,0.101509398,0.197256339,0.14650164,0.335111143,0.32541853
OTU,4439360,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.107630139,0.014986418,0.178577254,4.78E-11,NA,0.062731336,0.892369861,0.821422512,0.964248607,0.030493443,0.261966397,NA,0.403761064,0.148304524,-0.053576008,0.542969948,0.533319913
OTU,4281639,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,0.106682722,0.037950057,0.174432282,3.94E-13,NA,0.108197743,0.893317278,0.825567718,0.962049943,0.102429094,0.450211599,NA,0.260452088,0.129345319,-0.000880725,0.107475994,0.099526231
OTU,12574,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__,0.106611521,NA,0.21792434,0.041290744,NA,0.17886194,0.852097735,0.78207556,0.923563658,0.375975104,0.772383638,NA,0.135750785,0.155869816,0.087994424,0.279583689,0.267780409
OTU,190100,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.106380372,NA,0.257898368,0.079589906,NA,0.213295289,0.814029722,0.741973931,0.88631382,0.359283179,0.749498022,NA,0.113530651,0.188579255,0.13181393,0.293341734,0.292340448
OTU,177792,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.106371097,2.62E-26,0.175849969,3.88E-15,NA,0.111872996,0.893628903,0.824150031,0.964164566,0.128806344,0.474985837,NA,0.216630862,0.122066292,0.013750861,0.286537975,0.278183047
